customer_id,customer_name,gender,age,city,customer_segment
C00089,Sara Al-Qahtani,Female,48,Dammam,Standard
C00090,Faisal Rahman,Male,25,Jeddah,Value
C00091,Faisal Ali,Male,48,Khobar,Standard
C00092,Abdullah Ansari,Female,62,Khobar,Premium
C00093,Sara Ansari,Male,59,Dammam,Premium
C00094,Aisha Rahman,Female,47,Jeddah,Value
C00095,Hassan Farooq,Male,54,Dammam,Value
C00096,Ibrahim Ali,Female,46,Mecca,Standard
C00097,Huda Malik,Male,49,Medina,Standard
C00098,Huda Malik,Male,51,Mecca,Value
C00099,Maryam Ahmed,Female,59,Jeddah,Standard
C00100,Huda Rahman,Male,63,Taif,Standard
C00101,Saad Khan,Female,68,Riyadh,Standard
C00102,Abdullah Malik,Male,64,Jeddah,Standard
C00103,Huda Ahmed,Male,35,Medina,Standard
C00104,Khalid Ibrahim,Female,38,Khobar,Value
C00105,Maryam Al-Qahtani,Female,44,Mecca,Standard
C00106,Aisha Farooq,Male,38,Medina,Value
C00107,Huda Mahmoud,Male,37,Riyadh,Value
C00108,Huda Ahmed,Female,36,Jeddah,Value
C00109,Faisal Al-Qahtani,Male,53,Medina,Standard
C00110,Aisha Ansari,Male,28,Riyadh,Standard
C00111,Maha Ansari,Female,35,Khobar,Value
C00112,Omar Ibrahim,Female,62,Dammam,Standard
C00113,Amal Malik,Male,34,Riyadh,Value
C00114,Maryam Al-Qahtani,Female,55,Dammam,Standard
C00115,Maha Malik,Male,48,Taif,Premium
C00116,Sara Ahmed,Male,27,Jeddah,Standard
C00117,Fatimah Hassan,Female,58,Dammam,Standard
C00118,Aisha Ahmed,Female,36,Jeddah,Standard
C00119,Saad Yousuf,Female,24,Dammam,Value
C00120,Ahmed Al-Qahtani,Female,54,Mecca,Value
C00121,Ibrahim Al-Qahtani,Female,18,Khobar,Value
C00122,Ibrahim Hassan,Male,63,Medina,Standard
C00123,Faisal Ansari,Male,52,Dammam,Standard
C00124,Mohammed Malik,Male,36,Dammam,Value
C00125,Huda Ibrahim,Female,51,Jeddah,Standard
C00126,Mohammed Hassan,Male,43,Mecca,Standard
C00127,Mohammed Ibrahim,Male,20,Taif,Value
C00128,Saad Rahman,Male,56,Riyadh,Standard
C00129,Nora Rahman,Male,36,Mecca,Standard
C00130,Huda Ibrahim,Female,40,Medina,Standard
C00131,Amal Khan,Female,49,Jeddah,Standard
C00132,Amal Rahman,Female,41,Taif,Standard
C00133,Nora Ansari,Male,40,Jeddah,Standard
C00134,Mohammed Hassan,Male,51,Taif,Premium
C00135,Aisha Saleh,Female,48,Riyadh,Standard
C00136,Faisal Ali,Male,40,Jeddah,Standard
C00137,Fatimah Saleh,Male,46,Khobar,Premium
C00138,Maryam Saleh,Male,44,Jeddah,Standard
C00139,Aisha Ahmed,Female,30,Dammam,Value
C00140,Fatimah Ahmed,Male,54,Riyadh,Standard
C00141,Ahmed Farooq,Male,44,Riyadh,Value
C00142,Sara Malik,Male,54,Riyadh,Standard
C00143,Omar Al-Qahtani,Male,42,Medina,Standard
C00144,Maryam Farooq,Male,54,Jeddah,Premium
C00145,Saad Farooq,Male,58,Dammam,Standard
C00146,Maha Ahmed,Male,61,Riyadh,Premium
C00147,Lina Rahman,Female,30,Khobar,Value
C00148,Ibrahim Saeed,Male,28,Medina,Value
C00149,Nora Ibrahim,Male,62,Mecca,Standard
C00150,Saad Khan,Male,35,Dammam,Standard
C00151,Yousef Saeed,Female,18,Khobar,Premium
C00152,Nora Saleh,Male,66,Medina,Value
C00153,Aisha Rahman,Male,27,Medina,Standard
C00154,Mohammed Saeed,Female,34,Khobar,Value
C00155,Abdullah Al-Qahtani,Male,55,Riyadh,Value
C00156,Sara Saleh,Male,53,Jeddah,Standard
C00157,Amal Ibrahim,Female,45,Taif,Standard
C00158,Fatimah Ansari,Male,70,Jeddah,Value
C00159,Mohammed Rahman,Female,23,Taif,Premium
C00160,Ahmed Ibrahim,Male,24,Khobar,Standard
C00161,Reem Ansari,Male,70,Khobar,Standard
C00162,Maryam Saleh,Female,49,Dammam,Value
C00163,Yousef Malik,Female,39,Dammam,Standard
C00164,Ibrahim Malik,Male,51,Jeddah,Standard
C00165,Fatimah Abdullah,Female,21,Jeddah,Value
C00166,Amal Hassan,Male,28,Taif,Standard
C00167,Huda Ansari,Female,43,Khobar,Standard
C00168,Hassan Ansari,Female,62,Dammam,Premium
C00169,Yousef Khan,Female,64,Taif,Standard
C00170,Huda Al-Qahtani,Male,69,Medina,Standard
C00171,Aisha Al-Qahtani,Male,58,Medina,Premium
C00172,Khalid Khan,Male,69,Riyadh,Standard
C00173,Lina Saeed,Male,44,Jeddah,Standard
C00174,Maha Rahman,Male,23,Medina,Value
C00175,Maha Abdullah,Female,63,Mecca,Standard
C00176,Faisal Malik,Male,25,Khobar,Value
C00177,Huda Ansari,Female,30,Jeddah,Value
C00178,Faisal Saleh,Male,33,Khobar,Value
C00179,Fatimah Ansari,Female,54,Riyadh,Value
C00180,Faisal Saeed,Male,35,Jeddah,Premium
C00181,Mohammed Ali,Female,60,Dammam,Standard
C00182,Yousef Malik,Female,59,Medina,Value
C00183,Ahmed Ansari,Male,56,Riyadh,Standard
C00184,Fatimah Saleh,Male,54,Jeddah,Value
C00185,Hassan Al-Qahtani,Male,60,Mecca,Standard
C00186,Mohammed Ibrahim,Male,25,Dammam,Standard
C00187,Abdullah Farooq,Male,30,Mecca,Premium
C00188,Mohammed Ahmed,Male,18,Riyadh,Value
C00189,Amal Khan,Male,70,Medina,Value
C00190,Maha Ali,Female,35,Mecca,Standard
C00191,Lina Khan,Male,18,Jeddah,Value
C00192,Amal Khan,Female,40,Jeddah,Value
C00193,Khalid Abdullah,Female,18,Riyadh,Premium
C00194,Ibrahim Malik,Female,21,Mecca,Value
C00195,Abdullah Farooq,Male,43,Dammam,Standard
C00196,Aisha Ibrahim,Male,24,Jeddah,Value
C00197,Omar Ibrahim,Male,59,Khobar,Standard
C00198,Yousef Saleh,Male,65,Dammam,Standard
C00199,Maha Saleh,Male,44,Khobar,Standard
C00200,Ahmed Ahmed,Female,64,Dammam,Value
C00201,Mohammed Malik,Male,41,Jeddah,Value
C00202,Huda Ibrahim,Male,70,Khobar,Standard
C00203,Ibrahim Saleh,Male,23,Mecca,Value
C00204,Saad Saeed,Male,38,Mecca,Standard
C00205,Aisha Khan,Female,45,Khobar,Standard
C00206,Aisha Saleh,Female,22,Mecca,Standard
C00207,Khalid Saleh,Male,65,Dammam,Standard
C00208,Reem Ansari,Male,64,Medina,Standard
C00209,Yousef Ali,Male,33,Dammam,Standard
C00210,Mohammed Al-Qahtani,Female,26,Riyadh,Value
C00211,Huda Khan,Male,65,Khobar,Standard
C00212,Khalid Saeed,Male,66,Riyadh,Value
C00213,Huda Saleh,Male,41,Jeddah,Standard
C00214,Faisal Ali,Female,64,Taif,Premium
C00215,Huda Hassan,Female,58,Mecca,Premium
C00216,Amal Khan,Male,70,Dammam,Premium
C00217,Reem Al-Qahtani,Female,62,Taif,Standard
C00218,Aisha Khan,Male,49,Khobar,Standard
C00219,Amal Ahmed,Male,57,Medina,Value
C00220,Omar Mahmoud,Female,46,Dammam,Value
C00221,Yousef Ahmed,Male,70,Riyadh,Standard
C00222,Yousef Malik,Male,65,Medina,Standard
C00223,Sara Abdullah,Male,42,Khobar,Standard
C00224,Mohammed Mahmoud,Female,39,Dammam,Standard
C00225,Maha Mahmoud,Male,20,Jeddah,Value
C00226,Lina Khan,Female,33,Khobar,Standard
C00227,Sara Rahman,Male,44,Khobar,Standard
C00228,Maha Rahman,Male,50,Medina,Premium
C00229,Khalid Ansari,Male,19,Medina,Standard
C00230,Nora Khan,Female,24,Taif,Premium
C00231,Amal Malik,Female,41,Jeddah,Value
C00232,Yousef Abdullah,Female,46,Jeddah,Standard
C00233,Khalid Farooq,Female,58,Mecca,Standard
C00234,Huda Ansari,Male,66,Khobar,Premium
C00235,Mohammed Saleh,Female,52,Jeddah,Standard
C00236,Sara Ibrahim,Female,56,Dammam,Premium
C00237,Ibrahim Saeed,Female,37,Khobar,Standard
C00238,Mohammed Yousuf,Male,70,Jeddah,Value
C00239,Hassan Saleh,Male,50,Medina,Standard
C00240,Mohammed Malik,Male,21,Riyadh,Premium
C00241,Aisha Ansari,Male,39,Dammam,Value
C00242,Omar Hassan,Male,47,Riyadh,Premium
C00243,Nora Khan,Female,24,Riyadh,Standard
C00244,Hassan Khan,Female,26,Mecca,Standard
C00245,Faisal Saeed,Female,34,Jeddah,Premium
C00246,Abdullah Khan,Male,38,Taif,Value
C00247,Omar Malik,Female,26,Dammam,Premium
C00248,Huda Ansari,Male,58,Jeddah,Value
C00249,Saad Ali,Male,70,Taif,Premium
C00250,Ahmed Saleh,Female,63,Mecca,Premium
C00251,Sara Malik,Female,67,Dammam,Standard
C00252,Reem Hassan,Male,47,Taif,Value
C00253,Maryam Khan,Female,30,Medina,Standard
C00254,Maha Mahmoud,Male,68,Medina,Standard
C00255,Faisal Ansari,Female,42,Taif,Standard
C00256,Khalid Saleh,Male,35,Dammam,Standard
C00257,Sara Ansari,Female,55,Jeddah,Standard
C00258,Sara Rahman,Male,32,Khobar,Standard
C00259,Sara Abdullah,Male,30,Khobar,Standard
C00260,Sara Saeed,Male,41,Khobar,Standard
C00261,Abdullah Yousuf,Male,55,Jeddah,Standard
C00262,Reem Malik,Female,22,Riyadh,Standard
C00263,Saad Ahmed,Female,62,Taif,Standard
C00264,Khalid Ali,Male,21,Khobar,Standard
C00265,Amal Mahmoud,Male,42,Mecca,Standard
C00266,Khalid Khan,Female,63,Jeddah,Standard
C00267,Reem Ali,Male,66,Mecca,Value
C00268,Nora Ahmed,Male,56,Medina,Standard
C00269,Huda Farooq,Female,40,Dammam,Standard
C00270,Ibrahim Malik,Male,64,Mecca,Standard
C00271,Amal Al-Qahtani,Female,65,Taif,Standard
C00272,Mohammed Rahman,Female,23,Khobar,Standard
C00273,Ahmed Yousuf,Male,34,Medina,Standard
C00274,Maha Abdullah,Female,27,Taif,Premium
C00275,Ibrahim Abdullah,Male,45,Dammam,Standard
C00276,Maryam Saeed,Male,32,Medina,Value
C00277,Ibrahim Al-Qahtani,Female,50,Medina,Value
C00278,Yousef Al-Qahtani,Female,59,Riyadh,Standard
C00279,Nora Saeed,Male,18,Jeddah,Premium
C00280,Reem Ali,Female,70,Mecca,Standard
C00281,Huda Ibrahim,Male,30,Mecca,Value
C00282,Huda Ibrahim,Female,70,Riyadh,Premium
C00283,Abdullah Al-Qahtani,Female,46,Mecca,Standard
C00284,Reem Saleh,Female,45,Riyadh,Standard
C00285,Reem Saleh,Female,68,Khobar,Standard
C00286,Maha Malik,Female,36,Dammam,Value
C00287,Abdullah Ansari,Female,70,Medina,Standard
C00288,Maryam Hassan,Female,49,Medina,Standard
C00289,Yousef Khan,Male,32,Khobar,Standard
C00290,Lina Hassan,Female,30,Mecca,Value
C00291,Hassan Malik,Male,20,Dammam,Premium
C00292,Yousef Ansari,Female,21,Dammam,Standard
C00293,Sara Ansari,Male,47,Dammam,Value
C00294,Ibrahim Farooq,Female,48,Khobar,Premium
C00295,Reem Saleh,Male,53,Riyadh,Standard
C00296,Nora Yousuf,Female,56,Jeddah,Value
C00297,Maryam Farooq,Male,46,Dammam,Standard
C00298,Faisal Malik,Male,34,Taif,Standard
C00299,Omar Abdullah,Male,54,Mecca,Standard
C00300,Hassan Malik,Male,30,Dammam,Standard
C00301,Yousef Malik,Male,19,Medina,Value
C00302,Sara Al-Qahtani,Female,33,Riyadh,Standard
C00303,Maryam Abdullah,Male,40,Jeddah,Value
C00304,Faisal Saleh,Male,64,Dammam,Value
C00305,Ahmed Yousuf,Female,62,Khobar,Standard
C00306,Omar Ibrahim,Male,39,Jeddah,Standard
C00307,Omar Ibrahim,Female,23,Khobar,Value
C00308,Ahmed Farooq,Female,25,Riyadh,Standard
C00309,Abdullah Al-Qahtani,Male,22,Khobar,Premium
C00310,Faisal Saleh,Female,63,Dammam,Standard
C00311,Saad Mahmoud,Female,30,Medina,Premium
C00312,Ahmed Saeed,Female,55,Dammam,Value
C00313,Hassan Ahmed,Male,62,Dammam,Standard
C00314,Nora Ali,Male,52,Khobar,Value
C00315,Sara Yousuf,Female,65,Mecca,Standard
C00316,Maha Mahmoud,Male,67,Riyadh,Value
C00317,Aisha Ansari,Male,52,Dammam,Standard
C00318,Hassan Ahmed,Female,42,Khobar,Value
C00319,Sara Hassan,Female,27,Mecca,Standard
C00320,Maryam Ibrahim,Male,41,Dammam,Value
C00321,Khalid Al-Qahtani,Male,22,Dammam,Standard
C00322,Huda Abdullah,Male,37,Medina,Standard
C00323,Sara Malik,Male,35,Dammam,Standard
C00324,Sara Rahman,Male,61,Mecca,Premium
C00325,Ibrahim Saeed,Female,27,Medina,Standard
C00326,Omar Ali,Female,32,Khobar,Premium
C00327,Huda Malik,Male,63,Medina,Premium
C00328,Ahmed Ibrahim,Female,60,Taif,Value
C00329,Faisal Ahmed,Female,45,Jeddah,Standard
C00330,Khalid Ali,Male,55,Jeddah,Value
C00331,Yousef Farooq,Male,57,Dammam,Premium
C00332,Yousef Abdullah,Male,47,Riyadh,Standard
C00333,Reem Yousuf,Female,60,Taif,Standard
C00334,Reem Ansari,Female,70,Taif,Standard
C00335,Abdullah Ahmed,Female,37,Mecca,Value
C00336,Yousef Al-Qahtani,Female,48,Mecca,Premium
C00337,Saad Rahman,Male,29,Riyadh,Standard
C00338,Maryam Yousuf,Female,28,Jeddah,Premium
C00339,Mohammed Ansari,Male,37,Jeddah,Standard
C00340,Amal Al-Qahtani,Male,54,Khobar,Value
C00341,Yousef Mahmoud,Female,57,Khobar,Standard
C00342,Maha Mahmoud,Female,46,Medina,Premium
C00343,Huda Khan,Female,30,Khobar,Standard
C00344,Lina Saeed,Female,41,Taif,Standard
C00345,Sara Farooq,Male,63,Medina,Premium
C00346,Yousef Yousuf,Male,41,Dammam,Premium
C00347,Huda Ali,Male,48,Taif,Standard
C00348,Mohammed Saleh,Female,39,Mecca,Standard
C00349,Fatimah Mahmoud,Male,34,Taif,Standard
C00350,Saad Malik,Male,34,Riyadh,Value
C00351,Lina Malik,Male,33,Riyadh,Standard
C00352,Maryam Farooq,Male,24,Riyadh,Value
C00353,Saad Khan,Male,42,Medina,Value
C00354,Huda Rahman,Female,23,Dammam,Value
C00355,Maha Al-Qahtani,Male,21,Khobar,Standard
C00356,Faisal Al-Qahtani,Male,55,Khobar,Standard
C00357,Abdullah Malik,Female,51,Medina,Standard
C00358,Yousef Yousuf,Male,23,Medina,Standard
C00359,Fatimah Ali,Female,48,Mecca,Value
C00360,Ibrahim Al-Qahtani,Male,38,Jeddah,Standard
C00361,Omar Malik,Male,62,Taif,Standard
C00362,Amal Malik,Male,34,Medina,Standard
C00363,Nora Ali,Male,41,Jeddah,Standard
C00364,Maha Mahmoud,Female,25,Dammam,Standard
C00365,Saad Rahman,Female,66,Khobar,Value
C00366,Mohammed Saeed,Male,35,Taif,Standard
C00367,Lina Malik,Female,63,Medina,Standard
C00368,Reem Ibrahim,Female,34,Dammam,Standard
C00369,Hassan Farooq,Female,48,Mecca,Premium
C00370,Ahmed Saleh,Male,69,Riyadh,Value
C00371,Abdullah Ansari,Male,51,Riyadh,Standard
C00372,Nora Yousuf,Male,25,Dammam,Standard
C00373,Yousef Abdullah,Male,68,Dammam,Standard
C00374,Ahmed Abdullah,Female,46,Mecca,Standard
C00375,Faisal Saeed,Female,67,Medina,Premium
C00376,Yousef Saleh,Female,66,Dammam,Standard
C00377,Maryam Hassan,Male,57,Dammam,Standard
C00378,Faisal Ahmed,Male,55,Khobar,Value
C00379,Maryam Khan,Female,21,Medina,Standard
C00380,Nora Khan,Male,49,Riyadh,Value
C00381,Maha Ahmed,Female,52,Medina,Premium
C00382,Ahmed Abdullah,Male,35,Riyadh,Value
C00383,Reem Hassan,Male,21,Medina,Premium
C00384,Reem Mahmoud,Male,29,Taif,Standard
C00385,Mohammed Ahmed,Female,41,Medina,Premium
C00386,Amal Mahmoud,Female,27,Dammam,Value
C00387,Reem Ali,Female,32,Dammam,Standard
C00388,Aisha Hassan,Female,40,Taif,Standard
C00389,Omar Ibrahim,Female,65,Taif,Premium
C00390,Mohammed Yousuf,Male,20,Jeddah,Standard
C00391,Amal Saeed,Female,38,Medina,Standard
C00392,Aisha Abdullah,Male,63,Khobar,Value
C00393,Khalid Saeed,Female,66,Dammam,Standard
C00394,Omar Ansari,Female,35,Mecca,Value
C00395,Abdullah Mahmoud,Male,67,Jeddah,Standard
C00396,Sara Malik,Male,22,Jeddah,Standard
C00397,Nora Saeed,Male,46,Mecca,Premium
C00398,Ahmed Mahmoud,Male,68,Medina,Value
C00399,Saad Abdullah,Male,30,Dammam,Value
C00400,Ibrahim Ibrahim,Male,48,Jeddah,Standard
C00401,Amal Saleh,Male,29,Riyadh,Standard
C00402,Aisha Ali,Male,18,Riyadh,Standard
C00403,Aisha Ali,Male,39,Medina,Value
C00404,Aisha Ali,Female,34,Medina,Standard
C00405,Huda Yousuf,Male,62,Medina,Standard
C00406,Yousef Malik,Male,32,Medina,Value
C00407,Abdullah Farooq,Female,23,Mecca,Value
C00408,Mohammed Abdullah,Female,64,Mecca,Standard
C00409,Lina Hassan,Male,21,Riyadh,Value
C00410,Saad Farooq,Female,32,Dammam,Value
C00411,Abdullah Ali,Male,52,Dammam,Standard
C00412,Reem Farooq,Female,57,Mecca,Standard
C00413,Lina Ali,Female,52,Khobar,Standard
C00414,Maha Rahman,Female,65,Taif,Standard
C00415,Reem Farooq,Male,33,Medina,Standard
C00416,Nora Hassan,Male,48,Dammam,Standard
C00417,Sara Al-Qahtani,Male,26,Taif,Standard
C00418,Fatimah Ahmed,Female,56,Jeddah,Standard
C00419,Hassan Saeed,Male,35,Jeddah,Standard
C00420,Mohammed Ansari,Male,62,Taif,Value
C00421,Maha Farooq,Male,21,Mecca,Value
C00422,Lina Al-Qahtani,Male,57,Jeddah,Standard
C00423,Amal Saeed,Male,65,Dammam,Standard
C00424,Sara Ali,Female,49,Khobar,Standard
C00425,Maryam Rahman,Male,49,Medina,Value
C00426,Ahmed Khan,Male,39,Taif,Standard
C00427,Abdullah Saleh,Female,29,Taif,Standard
C00428,Ibrahim Saleh,Male,40,Jeddah,Standard
C00429,Aisha Khan,Male,40,Medina,Value
C00430,Reem Al-Qahtani,Male,42,Jeddah,Value
C00431,Ibrahim Saleh,Male,31,Dammam,Standard
C00432,Abdullah Ansari,Male,28,Mecca,Value
C00433,Huda Yousuf,Female,19,Khobar,Premium
C00434,Sara Ali,Female,68,Jeddah,Value
C00435,Reem Saeed,Female,61,Dammam,Standard
C00436,Fatimah Farooq,Male,30,Khobar,Value
C00437,Aisha Al-Qahtani,Male,25,Taif,Premium
C00438,Yousef Farooq,Male,29,Mecca,Value
C00439,Huda Mahmoud,Female,53,Mecca,Premium
C00440,Omar Farooq,Male,46,Taif,Value
C00441,Reem Yousuf,Male,27,Taif,Premium
C00442,Khalid Malik,Male,20,Taif,Standard
C00443,Maryam Malik,Male,59,Mecca,Value
C00444,Amal Malik,Female,37,Riyadh,Standard
C00445,Reem Hassan,Male,22,Medina,Premium
C00446,Mohammed Malik,Male,60,Medina,Value
C00447,Amal Khan,Male,64,Khobar,Premium
C00448,Faisal Saeed,Male,69,Taif,Value
C00449,Omar Hassan,Male,35,Mecca,Standard
C00450,Khalid Saeed,Female,21,Mecca,Value
C00451,Ibrahim Abdullah,Male,48,Taif,Premium
C00452,Abdullah Saleh,Male,38,Mecca,Standard
C00453,Mohammed Ansari,Female,69,Jeddah,Standard
C00454,Huda Yousuf,Male,56,Mecca,Standard
C00455,Sara Ibrahim,Male,38,Khobar,Standard
C00456,Fatimah Al-Qahtani,Male,34,Riyadh,Standard
C00457,Aisha Farooq,Male,70,Jeddah,Value
C00458,Omar Farooq,Female,36,Jeddah,Standard
C00459,Sara Malik,Male,20,Khobar,Standard
C00460,Mohammed Ali,Female,33,Jeddah,Standard
C00461,Faisal Farooq,Male,42,Mecca,Standard
C00462,Ahmed Malik,Female,58,Medina,Standard
C00463,Reem Malik,Male,39,Riyadh,Value
C00464,Ibrahim Hassan,Male,49,Jeddah,Standard
C00465,Ibrahim Farooq,Male,43,Riyadh,Standard
C00466,Reem Khan,Female,56,Khobar,Value
C00467,Omar Mahmoud,Female,44,Jeddah,Standard
C00468,Aisha Farooq,Female,54,Khobar,Standard
C00469,Hassan Yousuf,Male,31,Mecca,Standard
C00470,Fatimah Saeed,Male,23,Khobar,Value
C00471,Reem Malik,Female,53,Riyadh,Standard
C00472,Amal Hassan,Female,55,Dammam,Standard
C00473,Reem Ansari,Female,22,Khobar,Standard
C00474,Saad Al-Qahtani,Male,31,Medina,Standard
C00475,Maha Malik,Female,24,Medina,Premium
C00476,Ibrahim Saeed,Male,64,Khobar,Standard
C00477,Amal Ibrahim,Male,57,Dammam,Standard
C00478,Abdullah Ali,Female,45,Dammam,Premium
C00479,Yousef Malik,Male,37,Dammam,Value
C00480,Mohammed Malik,Male,22,Khobar,Standard
C00481,Ahmed Khan,Male,61,Taif,Premium
C00482,Sara Malik,Female,43,Dammam,Value
C00483,Aisha Ali,Male,34,Jeddah,Standard
C00484,Reem Ahmed,Female,50,Dammam,Value
C00485,Fatimah Farooq,Female,37,Mecca,Standard
C00486,Maryam Saeed,Female,36,Medina,Premium
C00487,Nora Farooq,Female,39,Khobar,Standard
C00488,Sara Ahmed,Female,25,Khobar,Standard
C00489,Maryam Abdullah,Male,40,Dammam,Standard
C00490,Maryam Ibrahim,Female,68,Khobar,Standard
C00491,Sara Abdullah,Male,59,Dammam,Value
C00492,Maryam Saeed,Male,63,Khobar,Standard
C00493,Ahmed Ahmed,Female,57,Dammam,Premium
C00494,Saad Ansari,Female,56,Mecca,Value
C00495,Faisal Yousuf,Female,29,Dammam,Value
C00496,Reem Saleh,Male,30,Riyadh,Value
C00497,Amal Saeed,Male,21,Dammam,Value
C00498,Sara Farooq,Female,58,Taif,Value
C00499,Sara Al-Qahtani,Male,43,Riyadh,Premium
C00500,Omar Yousuf,Male,31,Dammam,Standard
C00501,Reem Yousuf,Female,47,Khobar,Standard
C00502,Maryam Saeed,Male,59,Dammam,Standard
C00503,Amal Abdullah,Male,55,Taif,Standard
C00504,Huda Hassan,Female,66,Riyadh,Standard
C00505,Reem Malik,Male,67,Medina,Value
C00506,Fatimah Rahman,Male,51,Khobar,Value
C00507,Omar Ali,Male,24,Medina,Standard
C00508,Yousef Malik,Male,41,Dammam,Standard
C00509,Sara Ansari,Male,49,Medina,Premium
C00510,Reem Ahmed,Male,64,Dammam,Standard
C00511,Huda Ibrahim,Male,65,Medina,Value
C00512,Omar Yousuf,Male,47,Medina,Standard
C00513,Omar Hassan,Female,43,Mecca,Standard
C00514,Nora Saeed,Female,23,Khobar,Premium
C00515,Khalid Hassan,Male,48,Medina,Value
C00516,Ahmed Abdullah,Female,54,Khobar,Value
C00517,Ibrahim Saeed,Male,38,Khobar,Value
